subject,mapping
https://synbiohub.org/user/cywong/Ecolipromoterexpdataalt/ModuleDefinition_LB/1,0
https://synbiohub.org/user/cywong/Ecolipromoterexpdataalt/ModuleDefinition_E_coli_chassis/1,1
https://synbiohub.org/user/cywong/Ecolipromoterexpdataalt/ModuleDefinition_sample_design_definition_0/1,2
https://synbiohub.org/user/cywong/Ecolipromoterexpdataalt/ModuleDefinition_strain_definition_0/1,3
