subject,mapping
http://github.com/cywlol/promoters/ModuleDefinition/E_coli_chassis/1,0
http://github.com/cywlol/promoters/ModuleDefinition/LB/1,1
http://github.com/cywlol/promoters/ModuleDefinition/sample_design_definition_0/1,2
http://github.com/cywlol/promoters/ModuleDefinition/strain_definition_0/1,3
