epoch,train_loss,validation_loss,validation_mcc,validation_threshold,learning_rate,stopped_early
1.0,0.6811974431439094,0.6805949739271927,0.1659819003352289,0.716064453125,9.05770945687715e-06,
2.0,0.6704911404011964,0.6714762511657121,0.18124902366282938,0.634521484375,7.246167565501721e-06,
3.0,0.6542056089930997,0.6742779601047022,0.18310597586920666,0.677001953125,5.43462567412629e-06,
4.0,0.6363524046071534,0.6954842157847625,0.18229498924684515,0.682373046875,3.6230837827508603e-06,
5.0,0.6190319182335674,0.7006669711435847,0.1768677941238739,0.821044921875,1.8115418913754302e-06,1.0
